FeedbackID,CustomerID,Rating,Comment
FB000710,CUST00898,4,Excellent experience
FB000711,CUST03445,3,Long wait times
FB000712,CUST01753,4,Excellent experience
FB000713,CUST05000,3,Great service
FB000714,CUST00222,4,Very satisfied
FB000715,CUST00638,5,Very satisfied
FB000716,CUST03383,3,Unhappy with the service
FB000717,CUST01071,4,Could be improved
FB000718,CUST01469,1,Great service
FB000719,CUST03258,4,Could be improved
FB000720,CUST03883,2,Unhappy with the service
FB000721,CUST01092,5,Friendly staff
FB000722,CUST02825,4,Great service
FB000723,CUST01643,3,Great service
FB000724,CUST03305,1,Great service
FB000725,CUST02174,5,Friendly staff
FB000726,CUST03618,4,Will recommend to others
FB000727,CUST00635,4,Need better communication
FB000728,CUST01646,1,Unhappy with the service
FB000729,CUST00255,5,Need better communication
FB000730,CUST03290,4,Very satisfied
FB000731,CUST03793,4,Will recommend to others
FB000732,CUST01179,4,Will recommend to others
FB000733,CUST00409,5,Unhappy with the service
FB000734,CUST04540,4,Very satisfied
FB000735,CUST04113,4,Need better communication
FB000736,CUST00687,4,Quick approval
FB000737,CUST01550,5,Friendly staff
FB000738,CUST04570,5,Excellent experience
FB000739,CUST02590,5,Will recommend to others
FB000740,CUST00376,5,Very satisfied
FB000741,CUST02843,4,Will recommend to others
FB000742,CUST02761,3,Great service
FB000743,CUST00517,5,Could be improved
FB000744,CUST01628,3,Quick approval
FB000745,CUST01904,5,Long wait times
FB000746,CUST04424,4,Excellent experience
FB000747,CUST01244,4,Unhappy with the service
FB000748,CUST04372,4,Very satisfied
FB000749,CUST01630,3,Friendly staff
FB000750,CUST00177,3,Great service
FB000751,CUST01476,5,Will recommend to others
FB000752,CUST03093,4,Need better communication
FB000753,CUST02115,4,Excellent experience
FB000754,CUST00846,5,Friendly staff
FB000755,CUST00816,2,Excellent experience
FB000756,CUST00035,5,Excellent experience
FB000757,CUST01724,2,Need better communication
FB000758,CUST00276,4,Friendly staff
FB000759,CUST02220,3,Need better communication
FB000760,CUST03305,5,Excellent experience
FB000761,CUST03962,4,Friendly staff
FB000762,CUST03089,3,Friendly staff
FB000763,CUST04124,4,Very satisfied
FB000764,CUST01161,5,Friendly staff
FB000765,CUST04741,3,Unhappy with the service
FB000766,CUST04262,2,Excellent experience
FB000767,CUST03602,3,Long wait times
FB000768,CUST04884,5,Quick approval
FB000769,CUST02313,4,Great service
FB000770,CUST01426,3,Friendly staff
FB000771,CUST01400,2,Long wait times
FB000772,CUST03017,1,Could be improved
FB000773,CUST04346,5,Could be improved
FB000774,CUST02628,3,Friendly staff
FB000775,CUST01956,5,Could be improved
FB000776,CUST04946,4,Excellent experience
FB000777,CUST00156,2,Will recommend to others
FB000778,CUST02446,4,Excellent experience
FB000779,CUST00302,3,Quick approval
FB000780,CUST02236,1,Very satisfied
FB000781,CUST02379,5,Excellent experience
FB000782,CUST00198,4,Could be improved
FB000783,CUST04960,4,Very satisfied
FB000784,CUST00137,5,Unhappy with the service
FB000785,CUST02165,4,Long wait times
FB000786,CUST03663,4,Could be improved
FB000787,CUST04999,4,Will recommend to others
FB000788,CUST01065,5,Quick approval
FB000789,CUST01273,3,Friendly staff
FB000790,CUST03519,4,Very satisfied
FB000791,CUST00511,5,Could be improved
FB000792,CUST01531,3,Very satisfied
FB000793,CUST01361,4,Will recommend to others
FB000794,CUST02887,4,Great service
FB000795,CUST02071,5,Quick approval
FB000796,CUST01227,5,Could be improved
FB000797,CUST03894,3,Need better communication
FB000798,CUST00533,1,Long wait times
FB000799,CUST04046,2,Need better communication
FB000800,CUST00888,4,Need better communication
FB000801,CUST04814,4,Very satisfied
FB000802,CUST03878,3,Very satisfied
FB000803,CUST01094,4,Great service
FB000804,CUST03894,3,Will recommend to others
FB000805,CUST04808,5,Need better communication
FB000806,CUST00210,5,Excellent experience
FB000807,CUST03381,1,Unhappy with the service
FB000808,CUST00962,2,Long wait times
FB000809,CUST00208,4,Need better communication
FB000810,CUST00741,5,Could be improved
FB000811,CUST01288,5,Very satisfied
FB000812,CUST02271,4,Great service
FB000813,CUST01275,4,Could be improved
FB000814,CUST01385,2,Very satisfied
FB000815,CUST00499,4,Very satisfied
FB000816,CUST02723,5,Long wait times
FB000817,CUST02175,4,Long wait times
FB000818,CUST04274,2,Friendly staff
FB000819,CUST01659,4,Great service
FB000820,CUST04414,3,Great service
FB000821,CUST03991,4,Long wait times
FB000822,CUST01850,4,Very satisfied
FB000823,CUST02443,5,Could be improved
FB000824,CUST02594,5,Friendly staff
FB000825,CUST00697,4,Will recommend to others
FB000826,CUST00710,5,Long wait times
FB000827,CUST02111,2,Will recommend to others
FB000828,CUST02000,3,Will recommend to others
FB000829,CUST03674,5,Excellent experience
FB000830,CUST02509,4,Will recommend to others
FB000831,CUST03238,5,Unhappy with the service
FB000832,CUST02646,1,Could be improved
FB000833,CUST00630,4,Need better communication
FB000834,CUST01715,5,Could be improved
FB000835,CUST00347,4,Very satisfied
FB000836,CUST04859,4,Long wait times
FB000837,CUST01260,5,Long wait times
FB000838,CUST04650,4,Quick approval
FB000839,CUST00003,3,Could be improved
FB000840,CUST02688,5,Long wait times
FB000841,CUST00708,3,Need better communication
FB000842,CUST03745,4,Friendly staff
FB000843,CUST00490,5,Unhappy with the service
FB000844,CUST01996,3,Very satisfied
FB000845,CUST04933,4,Very satisfied
FB000846,CUST01728,5,Quick approval
FB000847,CUST02678,3,Friendly staff
FB000848,CUST02358,1,Long wait times
FB000849,CUST03192,5,Will recommend to others
FB000850,CUST00100,5,Could be improved
FB000851,CUST03928,4,Long wait times
FB000852,CUST01763,3,Quick approval
FB000853,CUST04556,4,Excellent experience
FB000854,CUST02628,5,Friendly staff
FB000855,CUST03399,3,Quick approval
FB000856,CUST03266,4,Long wait times
FB000857,CUST01571,3,Quick approval
FB000858,CUST00855,5,Unhappy with the service
FB000859,CUST00236,3,Very satisfied
FB000860,CUST01765,4,Friendly staff
FB000861,CUST04245,5,Friendly staff
FB000862,CUST03320,4,Could be improved
FB000863,CUST00544,4,Quick approval
FB000864,CUST01357,4,Quick approval
FB000865,CUST02716,3,Could be improved
FB000866,CUST02092,3,Friendly staff
FB000867,CUST03739,4,Very satisfied
FB000868,CUST01953,5,Great service
FB000869,CUST01551,4,Unhappy with the service
FB000870,CUST02862,5,Will recommend to others
FB000871,CUST03561,4,Will recommend to others
FB000872,CUST04541,4,Will recommend to others
FB000873,CUST01484,4,Will recommend to others
FB000874,CUST02468,2,Very satisfied
FB000875,CUST04123,3,Unhappy with the service
FB000876,CUST04043,1,Need better communication
FB000877,CUST01017,4,Will recommend to others
FB000878,CUST02658,3,Excellent experience
FB000879,CUST04611,1,Excellent experience
FB000880,CUST02097,4,Very satisfied
FB000881,CUST01923,4,Very satisfied
FB000882,CUST03634,1,Long wait times
FB000883,CUST00019,5,Unhappy with the service
FB000884,CUST01240,5,Great service
FB000885,CUST01184,4,Very satisfied
FB000886,CUST04157,4,Very satisfied
FB000887,CUST04765,3,Excellent experience
FB000888,CUST01752,4,Very satisfied
FB000889,CUST03591,3,Friendly staff
FB000890,CUST03654,5,Great service
FB000891,CUST01075,5,Need better communication
FB000892,CUST02851,4,Need better communication
FB000893,CUST03056,5,Unhappy with the service
FB000894,CUST04532,3,Will recommend to others
FB000895,CUST02583,5,Will recommend to others
FB000896,CUST01269,4,Will recommend to others
FB000897,CUST01605,1,Will recommend to others
FB000898,CUST03117,5,Need better communication
FB000899,CUST04942,1,Need better communication
FB000900,CUST00022,4,Quick approval
FB000901,CUST03787,4,Could be improved
FB000902,CUST02265,4,Great service
FB000903,CUST01875,3,Will recommend to others
FB000904,CUST04905,4,Quick approval
FB000905,CUST00967,3,Very satisfied
FB000906,CUST04960,5,Friendly staff
FB000907,CUST02252,4,Could be improved
FB000908,CUST04193,3,Could be improved
FB000909,CUST01253,4,Could be improved
FB000910,CUST01428,4,Could be improved
FB000911,CUST01535,5,Very satisfied
FB000912,CUST01689,4,Quick approval
FB000913,CUST04063,5,Excellent experience
FB000914,CUST03073,4,Quick approval
FB000915,CUST04346,5,Great service
FB000916,CUST03313,4,Could be improved
FB000917,CUST01672,3,Friendly staff
FB000918,CUST03189,4,Friendly staff
FB000919,CUST01064,3,Unhappy with the service
FB000920,CUST00075,5,Great service
FB000921,CUST00691,4,Friendly staff
FB000922,CUST02992,4,Very satisfied
FB000923,CUST03732,4,Great service
FB000924,CUST02896,4,Friendly staff
FB000925,CUST00079,5,Unhappy with the service
FB000926,CUST02776,3,Excellent experience
FB000927,CUST02395,1,Need better communication
FB000928,CUST00377,4,Very satisfied
FB000929,CUST01623,5,Excellent experience
FB000930,CUST00269,4,Could be improved
FB000931,CUST03823,3,Great service
FB000932,CUST02304,4,Quick approval
FB000933,CUST04781,3,Excellent experience
FB000934,CUST03969,5,Could be improved
FB000935,CUST02265,4,Unhappy with the service
FB000936,CUST00250,5,Quick approval
FB000937,CUST03226,4,Friendly staff
FB000938,CUST02878,4,Long wait times
FB000939,CUST01933,5,Great service
FB000940,CUST02108,4,Need better communication
FB000941,CUST04559,3,Very satisfied
FB000942,CUST02297,5,Very satisfied
FB000943,CUST03539,3,Great service
FB000944,CUST02941,3,Friendly staff
FB000945,CUST01380,4,Very satisfied
FB000946,CUST02926,3,Need better communication
FB000947,CUST01778,4,Could be improved
FB000948,CUST03562,3,Great service
FB000949,CUST03431,4,Unhappy with the service
FB000950,CUST04970,2,Very satisfied
FB000951,CUST03488,5,Friendly staff
FB000952,CUST00890,4,Great service
FB000953,CUST02521,3,Need better communication
FB000954,CUST02403,4,Could be improved
FB000955,CUST01970,5,Long wait times
FB000956,CUST01392,4,Friendly staff
FB000957,CUST03481,5,Unhappy with the service
FB000958,CUST02632,5,Quick approval
FB000959,CUST03256,4,Great service
FB000960,CUST01271,4,Will recommend to others
FB000961,CUST01748,4,Excellent experience
FB000962,CUST04884,3,Will recommend to others
FB000963,CUST01376,5,Friendly staff
FB000964,CUST02169,5,Unhappy with the service
FB000965,CUST03104,3,Friendly staff
FB000966,CUST03324,2,Long wait times
FB000967,CUST03976,5,Great service
FB000968,CUST03138,4,Excellent experience
FB000969,CUST04174,5,Could be improved
FB000970,CUST00140,5,Could be improved
FB000971,CUST00231,4,Friendly staff
FB000972,CUST01950,5,Great service
FB000973,CUST01684,4,Will recommend to others
FB000974,CUST03890,3,Quick approval
FB000975,CUST02889,5,Quick approval
FB000976,CUST00395,5,Excellent experience
FB000977,CUST03053,3,Long wait times
FB000978,CUST04139,5,Excellent experience
FB000979,CUST03203,5,Quick approval
FB000980,CUST04079,4,Quick approval
FB000981,CUST02132,4,Need better communication
FB000982,CUST01243,4,Excellent experience
FB000983,CUST04660,5,Long wait times
FB000984,CUST01443,3,Long wait times
FB000985,CUST01001,3,Very satisfied
FB000986,CUST02231,4,Quick approval
FB000987,CUST01879,5,Very satisfied
FB000988,CUST04857,5,Excellent experience
FB000989,CUST00387,3,Unhappy with the service
FB000990,CUST00947,4,Very satisfied
FB000991,CUST03278,3,Great service
FB000992,CUST04771,4,Friendly staff
FB000993,CUST04993,4,Could be improved
FB000994,CUST04301,3,Quick approval
FB000995,CUST00253,3,Friendly staff
FB000996,CUST01057,4,Quick approval
FB000997,CUST00572,3,Will recommend to others
FB000998,CUST03468,3,Need better communication
FB000999,CUST00001,1,Long wait times
FB001000,CUST04092,5,Quick approval
