RepaymentID,LoanID,RepaymentDate,RepaymentAmount,RepaymentStatus,PaymentMethod
RP0015046,LOAN007179,2020-04-12,2850.99,On Time,M-Pesa
RP0015047,LOAN007379,2021-07-24,18027.91,On Time,M-Pesa
RP0015048,LOAN001358,2024-10-16,7666.49,On Time,M-Pesa
RP0015049,LOAN007631,2024-04-27,23372.99,Defaulted,M-Pesa
RP0015050,LOAN003592,2024-06-10,59720.8,On Time,M-Pesa
RP0015051,LOAN008972,2020-10-02,10175.11,On Time,Bank Transfer
RP0015052,LOAN005099,2021-08-17,26191.59,On Time,Cash
RP0015053,LOAN000061,2022-03-28,8066.09,Prepaid,M-Pesa
RP0015054,LOAN001958,2022-01-17,7294.92,On Time,M-Pesa
RP0015055,LOAN004749,2023-02-04,21013.61,On Time,M-Pesa
RP0015056,LOAN006307,2020-01-24,8256.87,On Time,M-Pesa
RP0015057,LOAN005438,2019-09-12,46132.48,On Time,M-Pesa
RP0015058,LOAN000020,2028-03-19,14172.18,On Time,Cash
RP0015059,LOAN007734,2025-03-11,3005.5,On Time,M-Pesa
RP0015060,LOAN001727,2023-11-18,14443.01,On Time,M-Pesa
RP0015061,LOAN004968,2021-11-24,1624.72,Prepaid,M-Pesa
RP0015062,LOAN004074,2022-11-04,22582.63,On Time,M-Pesa
RP0015063,LOAN004959,2023-03-26,11684.79,Prepaid,M-Pesa
RP0015064,LOAN009848,2021-10-27,6395.46,Prepaid,M-Pesa
RP0015065,LOAN009205,2020-08-07,7178.53,On Time,M-Pesa
RP0015066,LOAN006450,2023-03-16,43482.8,Late,M-Pesa
RP0015067,LOAN009403,2025-04-03,15229.48,On Time,Cash
RP0015068,LOAN002577,2025-01-30,2408.18,On Time,Bank Transfer
RP0015069,LOAN009012,2024-11-14,37016.86,On Time,M-Pesa
RP0015070,LOAN001075,2021-09-04,5437.31,On Time,M-Pesa
RP0015071,LOAN006725,2020-09-15,15575.34,Late,M-Pesa
RP0015072,LOAN005570,2022-03-20,9344.82,On Time,M-Pesa
RP0015073,LOAN002745,2024-11-26,44874.78,Prepaid,M-Pesa
RP0015074,LOAN002959,2022-12-25,19524.83,On Time,M-Pesa
RP0015075,LOAN004181,2021-11-01,4748.23,On Time,M-Pesa
RP0015076,LOAN002661,2021-12-30,31982.09,Late,M-Pesa
RP0015077,LOAN003406,2022-08-15,15411.64,Prepaid,M-Pesa
RP0015078,LOAN006003,2019-03-03,22414.48,On Time,M-Pesa
RP0015079,LOAN008834,2025-11-25,6307.67,On Time,M-Pesa
RP0015080,LOAN000795,2019-09-04,22990.945004696758,On Time,M-Pesa
RP0015081,LOAN007029,2022-01-05,21950.13,Defaulted,M-Pesa
RP0015082,LOAN001043,2021-01-06,37964.47,Late,M-Pesa
RP0015083,LOAN004714,2024-03-09,55214.84,Late,M-Pesa
RP0015084,LOAN003056,2020-07-15,22244.79,On Time,M-Pesa
RP0015085,LOAN008350,2021-04-07,12701.31,On Time,M-Pesa
RP0015086,LOAN004593,2021-06-15,6175.6,On Time,M-Pesa
RP0015087,LOAN006218,2023-03-12,4473.68,Late,M-Pesa
RP0015088,LOAN008159,2023-05-07,8059.43,Late,M-Pesa
RP0015089,LOAN004243,2020-09-12,52754.63,On Time,Cash
RP0015090,LOAN000485,2021-06-05,30070.82,On Time,M-Pesa
RP0015091,LOAN008463,2026-04-26,20315.59,On Time,M-Pesa
RP0015092,LOAN006044,2020-06-27,21368.64,On Time,M-Pesa
RP0015093,LOAN006706,2019-09-26,11163.17,On Time,M-Pesa
RP0015094,LOAN004897,2022-08-10,34569.12,On Time,M-Pesa
RP0015095,LOAN006265,2025-01-07,4109.76,Late,Bank Transfer
RP0015096,LOAN005462,2021-07-26,14179.43,On Time,M-Pesa
RP0015097,LOAN006342,2020-12-03,6613.63,Late,M-Pesa
RP0015098,LOAN000642,2024-05-05,2078.44,On Time,M-Pesa
RP0015099,LOAN003563,2023-10-23,6769.64,On Time,M-Pesa
RP0015100,LOAN001195,2023-08-01,67108.12,On Time,M-Pesa
RP0015101,LOAN001178,2023-04-12,1435.52,On Time,M-Pesa
RP0015102,LOAN008773,2019-12-11,3954.56,Late,M-Pesa
RP0015103,LOAN009495,2021-07-24,12015.91,On Time,M-Pesa
RP0015104,LOAN003974,2023-10-11,21732.25,On Time,M-Pesa
RP0015105,LOAN000573,2025-02-25,19180.04,Late,M-Pesa
RP0015106,LOAN002037,2022-11-23,39025.42,On Time,M-Pesa
RP0015107,LOAN002401,2021-10-09,45363.57,Prepaid,M-Pesa
RP0015108,LOAN004890,2025-08-03,11369.79,On Time,M-Pesa
RP0015109,LOAN007949,2020-10-29,12599.49,Late,M-Pesa
RP0015110,LOAN009616,2022-08-22,21199.03,On Time,M-Pesa
RP0015111,LOAN009343,2022-07-01,5386.3,On Time,M-Pesa
RP0015112,LOAN008492,2022-09-28,2413.56,On Time,M-Pesa
RP0015113,LOAN000158,2023-04-30,47263.74,Late,M-Pesa
RP0015114,LOAN004226,2024-12-17,19827.22,On Time,Bank Transfer
RP0015115,LOAN004932,2025-04-12,7614.21,On Time,M-Pesa
RP0015116,LOAN007373,2020-05-10,5576.23,On Time,M-Pesa
RP0015117,LOAN000550,2021-09-25,9741.49,On Time,M-Pesa
RP0015118,LOAN007633,2022-07-12,7321.94,On Time,Bank Transfer
RP0015119,LOAN009367,2024-04-26,36339.349627295866,On Time,M-Pesa
RP0015120,LOAN008688,2024-11-11,8402.64,On Time,M-Pesa
RP0015121,LOAN001081,2020-10-07,7319.87,On Time,M-Pesa
RP0015122,LOAN008393,2020-07-10,20584.58,On Time,M-Pesa
RP0015123,LOAN003855,2019-09-20,9531.03,Prepaid,M-Pesa
RP0015124,LOAN003906,2026-02-20,22078.32,On Time,M-Pesa
RP0015125,LOAN001245,2025-01-08,11623.72,On Time,M-Pesa
RP0015126,LOAN003791,2024-08-01,21968.43,On Time,M-Pesa
RP0015127,LOAN006083,2023-07-02,5152.12,On Time,M-Pesa
RP0015128,LOAN009106,2023-06-01,60327.96,On Time,M-Pesa
RP0015129,LOAN001509,2020-09-14,7338.8,On Time,M-Pesa
RP0015130,LOAN006116,2020-08-22,5001.37,On Time,M-Pesa
RP0015131,LOAN001831,2025-01-11,8209.08,On Time,M-Pesa
RP0015132,LOAN000775,2020-10-01,16941.69,On Time,M-Pesa
RP0015133,LOAN000087,2021-03-20,17584.15,On Time,M-Pesa
RP0015134,LOAN000380,2020-08-10,8098.32,On Time,M-Pesa
RP0015135,LOAN007962,2021-05-24,5798.3,Late,M-Pesa
RP0015136,LOAN004212,2025-05-29,31409.87,Defaulted,M-Pesa
RP0015137,LOAN001871,2024-01-24,42806.99,Late,M-Pesa
RP0015138,LOAN005528,2022-07-17,2815.29,Late,M-Pesa
RP0015139,LOAN008408,2019-12-11,4078.2,On Time,M-Pesa
RP0015140,LOAN006094,2021-08-25,1748.59,On Time,M-Pesa
RP0015141,LOAN006653,2024-05-31,4469.49,On Time,M-Pesa
RP0015142,LOAN002912,2026-09-01,15377.97,On Time,M-Pesa
RP0015143,LOAN007907,2023-07-16,4248.48,On Time,M-Pesa
RP0015144,LOAN009121,2020-08-17,8924.42,Late,M-Pesa
RP0015145,LOAN005506,2024-03-29,28425.26,On Time,M-Pesa
RP0015146,LOAN008397,2022-09-04,12147.96,On Time,M-Pesa
RP0015147,LOAN007101,2020-02-02,850.69,Prepaid,M-Pesa
RP0015148,LOAN005090,2021-10-23,13374.81,On Time,M-Pesa
RP0015149,LOAN005707,2025-05-23,1354.07,Defaulted,M-Pesa
RP0015150,LOAN009189,2022-06-07,35280.36,On Time,Cash
RP0015151,LOAN000396,2025-07-28,75569.94,On Time,M-Pesa
RP0015152,LOAN001618,2022-02-12,17836.64,Late,Bank Transfer
RP0015153,LOAN000333,2024-02-17,7698.72,On Time,M-Pesa
RP0015154,LOAN006113,2019-05-20,7678.15,On Time,M-Pesa
RP0015155,LOAN008626,2020-11-11,8636.78,On Time,M-Pesa
RP0015156,LOAN004996,2019-10-30,5742.83,On Time,M-Pesa
RP0015157,LOAN005797,2020-01-25,1962.13,On Time,M-Pesa
RP0015158,LOAN007914,2025-10-19,10083.1,On Time,M-Pesa
RP0015159,LOAN009420,2028-05-24,17706.18,On Time,M-Pesa
RP0015160,LOAN001989,2024-03-26,42087.61,On Time,Cash
RP0015161,LOAN005849,2021-05-29,3970.91,On Time,M-Pesa
RP0015162,LOAN004404,2022-08-04,37249.31,Defaulted,M-Pesa
RP0015163,LOAN008783,2022-10-10,49009.64,On Time,Bank Transfer
RP0015164,LOAN008148,2024-02-19,26735.92,On Time,M-Pesa
RP0015165,LOAN007655,2023-08-23,4390.7,On Time,M-Pesa
RP0015166,LOAN003404,2023-02-05,2244.05,On Time,Bank Transfer
RP0015167,LOAN007318,2022-09-22,6557.92,Prepaid,M-Pesa
RP0015168,LOAN001752,2023-05-29,4416.87,On Time,M-Pesa
RP0015169,LOAN007892,2024-10-24,34080.11,On Time,M-Pesa
RP0015170,LOAN003312,2021-08-28,4221.13,Prepaid,M-Pesa
RP0015171,LOAN007098,2022-05-21,15759.09,On Time,M-Pesa
RP0015172,LOAN000973,2023-05-18,6313.09,On Time,M-Pesa
RP0015173,LOAN005785,2021-06-22,10583.85,On Time,M-Pesa
RP0015174,LOAN002768,2021-02-15,19909.89,On Time,M-Pesa
RP0015175,LOAN003038,2024-04-22,3186.43,On Time,M-Pesa
RP0015176,LOAN004353,2023-06-03,12661.48,Late,M-Pesa
RP0015177,LOAN000540,2020-08-04,9260.82,Prepaid,Bank Transfer
RP0015178,LOAN000735,2021-06-26,6549.262376089481,On Time,M-Pesa
RP0015179,LOAN004708,2019-11-12,31014.12,On Time,M-Pesa
RP0015180,LOAN007600,2020-07-30,8959.16,On Time,M-Pesa
RP0015181,LOAN000365,2024-10-17,3914.5,On Time,M-Pesa
RP0015182,LOAN005234,2023-03-25,2586.35,Prepaid,M-Pesa
RP0015183,LOAN004034,2023-06-01,1443.67,Defaulted,M-Pesa
RP0015184,LOAN000311,2020-09-24,3157.96,On Time,M-Pesa
RP0015185,LOAN004453,2021-05-27,30385.53,On Time,Bank Transfer
RP0015186,LOAN002718,2021-01-11,19155.61,Prepaid,M-Pesa
RP0015187,LOAN008436,2024-02-18,21710.89,On Time,M-Pesa
RP0015188,LOAN002530,2021-11-05,2345.48,On Time,M-Pesa
RP0015189,LOAN007808,2021-08-01,5757.25,On Time,M-Pesa
RP0015190,LOAN002177,2020-10-24,47768.92,Late,M-Pesa
RP0015191,LOAN002584,2022-09-05,12011.22,On Time,M-Pesa
RP0015192,LOAN005515,2024-06-09,9874.15,Late,M-Pesa
RP0015193,LOAN008294,2026-01-09,21424.64,On Time,M-Pesa
RP0015194,LOAN009847,2023-07-25,5272.17,On Time,M-Pesa
RP0015195,LOAN005382,2023-08-23,10706.84,Late,M-Pesa
RP0015196,LOAN008970,2023-06-24,7618.04,On Time,M-Pesa
RP0015197,LOAN005056,2020-03-28,22517.38,Defaulted,M-Pesa
RP0015198,LOAN002034,2019-10-30,4870.48,On Time,M-Pesa
RP0015199,LOAN008560,2022-04-21,6995.89,On Time,M-Pesa
RP0015200,LOAN007794,2023-01-14,39335.55,On Time,M-Pesa
RP0015201,LOAN003030,2022-03-20,8132.93,On Time,M-Pesa
RP0015202,LOAN007441,2022-08-07,9817.65,On Time,M-Pesa
RP0015203,LOAN004611,2024-04-02,4962.89,On Time,M-Pesa
RP0015204,LOAN008956,2025-01-16,3706.02,On Time,M-Pesa
RP0015205,LOAN001792,2019-12-25,40629.3,On Time,M-Pesa
RP0015206,LOAN007326,2022-02-14,51907.81,On Time,M-Pesa
RP0015207,LOAN006626,2021-08-19,11144.96,Late,M-Pesa
RP0015208,LOAN003867,2022-06-07,32229.74,On Time,M-Pesa
RP0015209,LOAN009092,2023-06-30,13277.35,Prepaid,M-Pesa
RP0015210,LOAN009633,2021-03-17,14040.03,Late,M-Pesa
RP0015211,LOAN004011,2023-01-21,18057.87,On Time,Bank Transfer
RP0015212,LOAN005771,2023-12-23,6996.3,On Time,M-Pesa
RP0015213,LOAN006644,2025-07-02,1151.2,On Time,M-Pesa
RP0015214,LOAN003919,2022-11-20,8497.01,On Time,M-Pesa
RP0015215,LOAN006996,2021-07-26,6709.66,Late,M-Pesa
RP0015216,LOAN003762,2020-05-01,1386.39,Defaulted,M-Pesa
RP0015217,LOAN006834,2020-07-18,11927.99,On Time,M-Pesa
RP0015218,LOAN009422,2023-05-28,2644.01,Prepaid,M-Pesa
RP0015219,LOAN002840,2025-01-10,20570.09,On Time,M-Pesa
RP0015220,LOAN002872,2021-10-30,31808.97,On Time,M-Pesa
RP0015221,LOAN001314,2022-04-24,25813.02,On Time,M-Pesa
RP0015222,LOAN002641,2022-06-02,4380.78,On Time,M-Pesa
RP0015223,LOAN007304,2023-07-08,6720.99,On Time,M-Pesa
RP0015224,LOAN004001,2022-11-26,33045.61,On Time,Bank Transfer
RP0015225,LOAN003347,2025-07-20,31276.72,On Time,Cash
RP0015226,LOAN000396,2025-11-25,75569.94,On Time,M-Pesa
RP0015227,LOAN002052,2022-03-15,11861.07,Defaulted,M-Pesa
RP0015228,LOAN009439,2021-11-15,7909.98,Late,M-Pesa
RP0015229,LOAN006591,2024-04-17,2099.21,On Time,M-Pesa
RP0015230,LOAN009388,2024-11-29,27852.19,Prepaid,M-Pesa
RP0015231,LOAN009592,2024-04-19,-24112.25,On Time,M-Pesa
RP0015232,LOAN004245,2019-09-03,16547.19,On Time,M-Pesa
RP0015233,LOAN007463,2021-03-22,5475.99,Late,M-Pesa
RP0015234,LOAN002891,2024-10-02,27126.27,On Time,M-Pesa
RP0015235,LOAN008737,2024-03-22,4042.06,On Time,M-Pesa
RP0015236,LOAN004054,2024-09-26,8227.3,On Time,M-Pesa
RP0015237,LOAN000423,2021-12-31,12001.6,On Time,M-Pesa
RP0015238,LOAN006939,2021-07-15,7328.65,On Time,M-Pesa
RP0015239,LOAN004828,2025-01-25,22775.46,On Time,M-Pesa
RP0015240,LOAN004567,2019-10-05,3667.89,On Time,M-Pesa
RP0015241,LOAN008873,2022-06-29,4592.58,On Time,M-Pesa
RP0015242,LOAN003850,2020-11-18,5105.98,On Time,M-Pesa
RP0015243,LOAN005527,2024-02-20,27718.41323701232,On Time,M-Pesa
RP0015244,LOAN003277,2023-11-06,6555.51,On Time,M-Pesa
RP0015245,LOAN000671,2026-10-03,13159.25,On Time,M-Pesa
RP0015246,LOAN002203,2023-11-29,4414.92,On Time,M-Pesa
RP0015247,LOAN006413,2025-07-31,19069.42,On Time,M-Pesa
RP0015248,LOAN009655,2024-10-14,13166.14,On Time,M-Pesa
RP0015249,LOAN002618,2024-10-17,5164.91,On Time,M-Pesa
RP0015250,LOAN002813,2024-03-25,22472.94,On Time,M-Pesa
RP0015251,LOAN009519,2020-07-14,18931.5,On Time,M-Pesa
RP0015252,LOAN000098,2023-07-26,1169.26,On Time,M-Pesa
RP0015253,LOAN003119,2025-09-18,19266.46,On Time,M-Pesa
RP0015254,LOAN001991,2022-10-28,5666.84,On Time,M-Pesa
RP0015255,LOAN006956,2023-12-05,2381.96,On Time,M-Pesa
RP0015256,LOAN005324,2027-09-05,12624.05,Defaulted,M-Pesa
RP0015257,LOAN002662,2025-04-26,12417.83,Late,M-Pesa
RP0015258,LOAN006150,2024-06-06,4646.98,On Time,M-Pesa
RP0015259,LOAN000346,2020-09-13,5570.35,On Time,Cash
RP0015260,LOAN008083,2022-06-30,11586.95,On Time,M-Pesa
RP0015261,LOAN005385,2021-11-16,19417.14,On Time,M-Pesa
RP0015262,LOAN003149,2025-06-28,20562.0,On Time,Bank Transfer
RP0015263,LOAN001954,2021-07-12,28317.57,On Time,M-Pesa
RP0015264,LOAN004799,2022-03-30,10235.02,On Time,M-Pesa
RP0015265,LOAN002786,2022-11-17,22471.17,On Time,M-Pesa
RP0015266,LOAN007901,2019-12-09,4412.47,Prepaid,M-Pesa
RP0015267,LOAN008679,2024-08-18,4317.42,On Time,M-Pesa
RP0015268,LOAN009100,2026-11-01,10965.387600765738,On Time,M-Pesa
RP0015269,LOAN007042,2023-03-18,10868.3,Late,M-Pesa
RP0015270,LOAN005039,2021-11-08,10605.368336518744,On Time,M-Pesa
RP0015271,LOAN001124,2019-07-01,8085.28,On Time,M-Pesa
RP0015272,LOAN009525,2019-10-21,7923.59,On Time,M-Pesa
RP0015273,LOAN008274,2027-03-10,9228.3,On Time,M-Pesa
RP0015274,LOAN006613,2024-11-05,1838.2,Prepaid,M-Pesa
RP0015275,LOAN000952,2027-03-12,25953.75,On Time,M-Pesa
RP0015276,LOAN006678,2021-09-23,20028.67,On Time,Cash
RP0015277,LOAN000121,2023-09-10,4953.35,On Time,M-Pesa
RP0015278,LOAN002699,2023-01-04,25394.3,On Time,M-Pesa
RP0015279,LOAN001639,2022-04-02,24824.28,On Time,M-Pesa
RP0015280,LOAN006696,2026-08-19,15660.57,On Time,M-Pesa
RP0015281,LOAN007978,2021-05-25,3075.09,Prepaid,M-Pesa
RP0015282,LOAN003847,2021-11-07,2788.95,On Time,M-Pesa
RP0015283,LOAN008007,2023-06-28,18605.67,On Time,M-Pesa
RP0015284,LOAN005688,2022-09-22,24356.26,Prepaid,M-Pesa
RP0015285,LOAN009542,2025-05-10,5817.67,Late,M-Pesa
RP0015286,LOAN006234,2022-08-06,6418.91,On Time,M-Pesa
RP0015287,LOAN008137,2024-12-02,47942.84,On Time,Cash
RP0015288,LOAN007928,2023-11-14,13759.84,Defaulted,M-Pesa
RP0015289,LOAN005028,2021-01-16,14167.6,On Time,M-Pesa
RP0015290,LOAN004483,2022-01-14,2069.97,On Time,M-Pesa
RP0015291,LOAN003069,2023-05-24,5857.31,Late,M-Pesa
RP0015292,LOAN003257,2019-06-25,2744.19,On Time,Bank Transfer
RP0015293,LOAN002668,2025-08-18,8968.71,On Time,M-Pesa
RP0015294,LOAN005568,2023-11-25,40152.77,On Time,Cash
RP0015295,LOAN004254,2024-06-30,4179.9,Prepaid,M-Pesa
RP0015296,LOAN006059,2021-06-02,19303.06,On Time,M-Pesa
RP0015297,LOAN000424,2020-01-21,29831.61,On Time,M-Pesa
RP0015298,LOAN000734,2026-02-15,13899.37,Defaulted,M-Pesa
RP0015299,LOAN000665,2020-11-20,11163.05,On Time,M-Pesa
RP0015300,LOAN003422,2021-03-17,3565.87,Late,M-Pesa
RP0015301,LOAN005146,2021-01-18,18300.69,On Time,M-Pesa
RP0015302,LOAN002371,2022-02-07,9267.15,On Time,M-Pesa
RP0015303,LOAN008365,2020-11-21,16739.83,On Time,M-Pesa
RP0015304,LOAN008905,2026-03-30,18188.1,On Time,M-Pesa
RP0015305,LOAN005065,2020-06-07,29715.83,On Time,M-Pesa
RP0015306,LOAN007259,2019-12-27,12437.75,On Time,M-Pesa
RP0015307,LOAN000632,2023-02-09,36139.34,On Time,Bank Transfer
RP0015308,LOAN004219,2024-12-12,12345.26,On Time,M-Pesa
RP0015309,LOAN007038,2020-01-22,1946.8,On Time,M-Pesa
RP0015310,LOAN003537,2021-11-24,29280.4,On Time,M-Pesa
RP0015311,LOAN003543,2023-04-24,11487.51,On Time,M-Pesa
RP0015312,LOAN007513,2023-12-28,6439.02,On Time,M-Pesa
RP0015313,LOAN001311,2021-12-19,8214.85,On Time,M-Pesa
RP0015314,LOAN000774,2019-12-14,2915.59,On Time,M-Pesa
RP0015315,LOAN001509,2020-12-13,7338.8,On Time,M-Pesa
RP0015316,LOAN000959,2021-11-28,15967.97,Prepaid,M-Pesa
RP0015317,LOAN002722,2021-10-12,13909.95,On Time,M-Pesa
RP0015318,LOAN000152,2021-03-27,11088.24,On Time,M-Pesa
RP0015319,LOAN004026,2021-04-08,16205.66,On Time,M-Pesa
RP0015320,LOAN005834,2024-11-22,8248.83,On Time,M-Pesa
RP0015321,LOAN009594,2020-07-02,3687.17,On Time,M-Pesa
RP0015322,LOAN002363,2025-03-29,13723.15,On Time,Bank Transfer
RP0015323,LOAN001816,2022-11-01,21236.72,On Time,M-Pesa
RP0015324,LOAN008126,2024-05-28,2925.37,Prepaid,M-Pesa
RP0015325,LOAN001330,2021-01-25,20456.3,On Time,M-Pesa
RP0015326,LOAN009470,2024-08-28,24362.61,Defaulted,M-Pesa
RP0015327,LOAN007645,2021-07-06,16627.82,On Time,M-Pesa
RP0015328,LOAN001111,2022-02-01,4725.46,Defaulted,M-Pesa
RP0015329,LOAN001315,2020-01-22,2767.62,On Time,M-Pesa
RP0015330,LOAN006521,2022-02-21,8519.47,On Time,M-Pesa
RP0015331,LOAN008022,2024-03-05,4628.8,Late,M-Pesa
RP0015332,LOAN007814,2020-06-20,27077.27,Defaulted,M-Pesa
RP0015333,LOAN002744,2021-01-24,10645.84,On Time,M-Pesa
RP0015334,LOAN005463,2022-03-30,15512.46,On Time,M-Pesa
RP0015335,LOAN008957,2021-06-20,17433.04,On Time,M-Pesa
RP0015336,LOAN001893,2021-11-27,12185.26,On Time,M-Pesa
RP0015337,LOAN000938,2024-10-28,22757.0,Prepaid,M-Pesa
RP0015338,LOAN006036,2025-02-23,23430.23,On Time,M-Pesa
RP0015339,LOAN002699,2022-09-06,25394.3,On Time,M-Pesa
RP0015340,LOAN005464,2020-06-30,2697.35,On Time,M-Pesa
RP0015341,LOAN000697,2021-10-16,23196.61,On Time,M-Pesa
RP0015342,LOAN009170,2023-03-31,23247.77,On Time,M-Pesa
RP0015343,LOAN002311,2020-03-07,5311.8,On Time,Cash
RP0015344,LOAN003248,2023-03-28,8030.21,Defaulted,M-Pesa
RP0015345,LOAN008789,2024-09-08,4080.69,On Time,M-Pesa
RP0015346,LOAN005368,2023-07-04,11765.61,On Time,M-Pesa
RP0015347,LOAN001615,2024-02-19,33848.46,Late,M-Pesa
RP0015348,LOAN004316,2022-04-07,4729.7,On Time,M-Pesa
RP0015349,LOAN002652,2024-08-17,48277.52,On Time,M-Pesa
RP0015350,LOAN000463,2019-06-19,14248.55,On Time,M-Pesa
RP0015351,LOAN000629,2024-07-26,58671.28,On Time,M-Pesa
RP0015352,LOAN001243,2025-05-04,14793.16,On Time,M-Pesa
RP0015353,LOAN006057,2023-12-13,6988.98,On Time,M-Pesa
RP0015354,LOAN006732,2025-02-04,7862.6,On Time,M-Pesa
RP0015355,LOAN005311,2022-02-13,3673.74,On Time,M-Pesa
RP0015356,LOAN007263,2027-05-11,20164.74,On Time,M-Pesa
RP0015357,LOAN003075,2020-03-31,46979.22,Prepaid,M-Pesa
RP0015358,LOAN005433,2022-02-05,7321.97,Prepaid,M-Pesa
RP0015359,LOAN002246,2021-02-10,21847.31,On Time,M-Pesa
RP0015360,LOAN005780,2025-09-03,31253.46,On Time,M-Pesa
RP0015361,LOAN003251,2024-05-27,8896.63,Late,M-Pesa
RP0015362,LOAN003752,2020-05-18,2351.59,Prepaid,M-Pesa
RP0015363,LOAN002625,2019-11-20,7714.15,On Time,M-Pesa
RP0015364,LOAN004365,2022-12-01,6327.34,On Time,M-Pesa
RP0015365,LOAN000466,2024-04-23,21863.28,On Time,M-Pesa
RP0015366,LOAN000500,2024-11-12,31136.71,On Time,M-Pesa
RP0015367,LOAN001972,2023-12-18,23714.52,On Time,M-Pesa
RP0015368,LOAN008716,2024-01-01,38932.32,On Time,M-Pesa
RP0015369,LOAN008876,2024-08-05,24237.44,Defaulted,M-Pesa
RP0015370,LOAN003354,2021-02-11,7568.17,Defaulted,M-Pesa
RP0015371,LOAN003882,2021-09-14,35308.33,On Time,M-Pesa
RP0015372,LOAN000668,2024-09-23,11710.38,On Time,M-Pesa
RP0015373,LOAN006873,2022-05-12,32629.58,On Time,M-Pesa
RP0015374,LOAN008661,2025-04-19,10317.31,On Time,Bank Transfer
RP0015375,LOAN004912,2021-10-28,14628.58,Defaulted,M-Pesa
RP0015376,LOAN003506,2025-06-01,15749.83,Late,M-Pesa
RP0015377,LOAN004337,2019-06-07,29526.61,On Time,Cash
RP0015378,LOAN001291,2023-10-06,3436.78,On Time,M-Pesa
RP0015379,LOAN009161,2025-01-25,4614.01,On Time,M-Pesa
RP0015380,LOAN003573,2027-03-11,18227.79,On Time,M-Pesa
RP0015381,LOAN007972,2022-10-08,5550.75,On Time,M-Pesa
RP0015382,LOAN006641,2022-07-05,12364.12,On Time,Bank Transfer
RP0015383,LOAN008232,2021-09-17,56057.57,On Time,Bank Transfer
RP0015384,LOAN003985,2024-08-19,2021.35,Late,M-Pesa
RP0015385,LOAN006949,2020-08-18,38832.75,On Time,M-Pesa
RP0015386,LOAN000689,2024-02-12,21448.32,On Time,M-Pesa
RP0015387,LOAN007861,2023-11-29,13899.96,On Time,M-Pesa
RP0015388,LOAN006508,2024-10-09,27456.09916629807,On Time,M-Pesa
RP0015389,LOAN007791,2020-01-15,33840.44,On Time,M-Pesa
RP0015390,LOAN003909,2023-06-28,3999.26,On Time,M-Pesa
RP0015391,LOAN007818,2021-03-31,10959.37,Defaulted,M-Pesa
RP0015392,LOAN000233,2026-01-22,1458.33,On Time,M-Pesa
RP0015393,LOAN002351,2025-10-20,26863.3,On Time,M-Pesa
RP0015394,LOAN003792,2022-07-01,9993.81,On Time,M-Pesa
RP0015395,LOAN008091,2021-12-05,16538.45,On Time,M-Pesa
RP0015396,LOAN003104,2021-11-25,15958.08,On Time,M-Pesa
RP0015397,LOAN005432,2020-11-19,8969.87,On Time,M-Pesa
RP0015398,LOAN003304,2023-01-18,1683.67,Prepaid,M-Pesa
RP0015399,LOAN004973,2021-07-08,11989.18,On Time,M-Pesa
RP0015400,LOAN007141,2022-10-28,29295.44,Defaulted,M-Pesa
RP0015401,LOAN008095,2024-03-09,17769.61,On Time,M-Pesa
RP0015402,LOAN003699,2023-12-12,4294.28,On Time,M-Pesa
RP0015403,LOAN003875,2025-08-16,28509.76,On Time,M-Pesa
RP0015404,LOAN002512,2022-01-14,24651.27,On Time,M-Pesa
RP0015405,LOAN003688,2022-06-15,6457.28,On Time,M-Pesa
RP0015406,LOAN004260,2024-01-14,1797.41,On Time,M-Pesa
RP0015407,LOAN006224,2019-02-17,2807.89,On Time,M-Pesa
RP0015408,LOAN004401,2021-11-03,12113.88,Prepaid,M-Pesa
RP0015409,LOAN002373,2024-02-15,3996.3,Prepaid,Bank Transfer
RP0015410,LOAN008303,2025-02-15,19723.52,Late,M-Pesa
RP0015411,LOAN007700,2023-08-04,10471.84,On Time,M-Pesa
RP0015412,LOAN005542,2022-08-03,6640.07,On Time,M-Pesa
RP0015413,LOAN000896,2023-10-21,21205.8,On Time,M-Pesa
RP0015414,LOAN003255,2024-04-21,3417.28,On Time,M-Pesa
RP0015415,LOAN009064,2026-03-25,21980.21,On Time,M-Pesa
RP0015416,LOAN004939,2020-05-27,1584.93,Late,M-Pesa
RP0015417,LOAN008683,2025-01-31,25445.11,Prepaid,Bank Transfer
RP0015418,LOAN004785,2025-05-20,4522.49,On Time,M-Pesa
RP0015419,LOAN001036,2021-07-16,24958.19,On Time,M-Pesa
RP0015420,LOAN009556,2022-04-22,9080.8,On Time,Cash
RP0015421,LOAN003355,2023-07-25,12884.66,On Time,M-Pesa
RP0015422,LOAN004249,2022-08-26,6555.68,On Time,M-Pesa
RP0015423,LOAN005554,2020-01-07,12476.7,On Time,M-Pesa
RP0015424,LOAN008546,2023-08-18,13830.13,Late,M-Pesa
RP0015425,LOAN002083,2021-10-22,20251.2,Late,M-Pesa
RP0015426,LOAN003574,2021-02-22,6200.52,On Time,M-Pesa
RP0015427,LOAN000180,2021-11-21,12668.84,On Time,M-Pesa
RP0015428,LOAN007656,2028-09-24,18177.87,On Time,M-Pesa
RP0015429,LOAN009919,2025-01-01,31192.23,On Time,M-Pesa
RP0015430,LOAN003912,2023-03-02,20965.47,On Time,M-Pesa
