CustomerID,Age,Gender,MonthlyIncome,EmploymentStatus,Location
CUST01292,52,Male,139265,Self-employed,Urban
CUST01293,49,Male,33545,Self-employed,Urban
CUST01294,41,Male,31582,Employed,Urban
CUST01295,31,Male,65378,Employed,Rural
CUST01296,49,Female,30864,Employed,Urban
CUST01297,63,Female,54279,Employed,Rural
CUST01298,60,Female,47924,Self-employed,Rural
CUST01299,33,Female,17057,Employed,Urban
CUST01300,21,Male,39186,Employed,Urban
CUST01301,54,Male,27312,Employed,Urban
CUST01302,38,Female,35440,Self-employed,Urban
CUST01303,31,Female,22369,Employed,Urban
CUST01304,48,Male,40914,Self-employed,Rural
CUST01305,65,Male,66192,Self-employed,Rural
CUST01306,35,Male,67450,Self-employed,Rural
CUST01307,24,Female,25432,Self-employed,Rural
CUST01308,27,Male,44457,Employed,Urban
CUST01309,24,Male,20687,Employed,Urban
CUST01310,50,Male,33175,Unemployed,Urban
CUST01311,40,Male,20068,Unemployed,Urban
CUST01312,38,Female,30295,Self-employed,Urban
CUST01313,36,Male,26774,Self-employed,Urban
CUST01314,65,Female,99571,Employed,Rural
CUST01315,36,Female,12190,Employed,Rural
CUST01316,53,Female,131286,Unemployed,Rural
CUST01317,46,Male,10789,Self-employed,Urban
CUST01318,35,Female,194450,Employed,Rural
CUST01319,19,Male,26891,Employed,Urban
CUST01320,18,Female,41977,Employed,Urban
CUST01321,64,Female,30316,Employed,Urban
CUST01322,22,Male,439,Employed,Urban
CUST01323,37,Male,45862,Self-employed,Rural
CUST01324,28,Male,37592,Employed,Urban
CUST01325,59,Male,75654,Self-employed,Urban
CUST01326,19,Male,38947,Self-employed,Urban
CUST01327,20,Male,57466,Self-employed,Rural
CUST01328,40,Male,48199,Self-employed,Urban
CUST01329,29,Male,117637,Employed,Rural
CUST01330,37,Male,47933,Self-employed,Urban
CUST01331,22,Male,23209,Employed,Urban
CUST01332,54,Male,23549,Unemployed,Urban
CUST01333,55,Male,36998,Employed,Urban
CUST01334,47,Male,23078,Unemployed,Urban
CUST01335,26,Male,47299,Employed,Rural
CUST01336,51,Female,86258,Employed,Rural
CUST01337,61,Male,103543,Employed,Urban
CUST01338,52,Male,44486,Self-employed,Urban
CUST01339,39,Male,194627,Employed,Urban
CUST01340,61,Female,151052,Employed,Rural
CUST01341,41,Female,78947,Self-employed,Urban
CUST01342,34,Female,42064,Employed,Rural
CUST01343,27,Female,26751,Employed,Rural
CUST01344,47,Male,34906,Employed,Urban
CUST01345,63,Male,68096,Employed,Urban
CUST01346,40,Male,34425,Self-employed,Rural
CUST01347,49,Female,38713,Employed,Urban
CUST01348,34,Female,31811,Unemployed,Urban
CUST01349,34,Female,17578,Employed,Urban
CUST01350,31,Male,56781,Self-employed,Urban
CUST01351,26,Female,17762,Self-employed,Urban
CUST01352,57,Male,65563,Self-employed,Urban
CUST01353,19,Male,75888,Employed,Urban
CUST01354,62,Male,47491,Employed,Rural
CUST01355,42,Male,34797,Employed,Urban
CUST01356,56,Male,82352,Self-employed,Urban
CUST01357,26,Female,37133,Employed,Urban
CUST01358,39,Male,41676,Unemployed,Rural
CUST01359,60,Male,20300,Employed,Urban
CUST01360,63,Male,24695,Employed,Urban
CUST01361,21,Male,32174,Employed,Urban
CUST01362,43,Female,36222,Employed,Urban
CUST01363,46,Female,41008,Unemployed,Urban
CUST01364,62,Female,40221,Employed,Urban
CUST01365,51,Female,99429,Employed,Urban
CUST01366,40,Female,49334,Employed,Rural
CUST01367,54,Male,93518,Self-employed,Urban
CUST01368,28,Female,40301,Employed,Rural
CUST01369,23,Male,57307,Employed,Urban
CUST01370,35,Male,38545,Self-employed,Urban
CUST01371,38,Male,79251,Employed,Rural
CUST01372,59,Female,33818,Employed,Urban
CUST01373,53,Female,84157,Employed,Urban
CUST01374,58,Male,28882,Self-employed,Urban
CUST01375,55,Female,41116,Self-employed,Urban
CUST01376,51,Female,39852,Unemployed,Urban
CUST01377,34,Male,60040,Self-employed,Urban
CUST01378,54,Male,56141,Unemployed,Rural
CUST01379,42,Female,33110,Employed,Urban
CUST01380,55,Male,55969,Employed,Rural
CUST01381,29,Female,63162,Employed,Urban
CUST01382,40,Male,165435,Employed,Urban
CUST01383,59,Male,59131,Self-employed,Urban
CUST01384,39,Female,55037,Self-employed,Urban
CUST01385,38,Female,47758,Employed,Urban
CUST01386,44,Female,72378,Employed,Urban
CUST01387,48,Female,34693,Self-employed,Rural
CUST01388,23,Female,192162,Employed,Urban
CUST01389,44,Female,46322,Employed,Urban
CUST01390,57,Male,2451,Self-employed,Urban
CUST01391,51,Male,24,Employed,Rural
CUST01392,29,Male,55962,Unemployed,Urban
CUST01393,62,Female,196951,Unemployed,Urban
CUST01394,24,Male,16444,Employed,Urban
CUST01395,27,Male,90443,Employed,Urban
CUST01396,62,Male,66506,Self-employed,Urban
CUST01397,34,Female,88384,Employed,Urban
CUST01398,43,Female,30294,Employed,Urban
CUST01399,38,Male,81693,Unemployed,Urban
CUST01400,45,Female,14010,Employed,Rural
CUST01401,63,Male,74248,Employed,Urban
CUST01402,19,Male,33394,Employed,Urban
CUST01403,60,Female,29922,Employed,Urban
CUST01404,18,Male,54089,Employed,Urban
CUST01405,53,Female,34448,Employed,Urban
CUST01406,43,Male,22472,Employed,Urban
CUST01407,46,Male,93237,Employed,Urban
CUST01408,38,Female,48663,Unemployed,Urban
CUST01409,28,Male,27450,Self-employed,Rural
CUST01410,57,Female,22964,Employed,Urban
CUST01411,28,Female,8104,Employed,Urban
CUST01412,53,Male,37694,Self-employed,Urban
CUST01413,56,Male,44730,Self-employed,Urban
CUST01414,57,Male,134980,Self-employed,Urban
CUST01415,52,Male,9454,Self-employed,Urban
CUST01416,51,Male,26792,Employed,Urban
CUST01417,64,Male,9554,Employed,Urban
CUST01418,41,Male,8703,Self-employed,Urban
CUST01419,39,Male,95987,Unemployed,Rural
CUST01420,22,Female,80985,Employed,Urban
CUST01421,50,Female,15399,Employed,Urban
CUST01422,53,Female,18229,Employed,Urban
CUST01423,64,Male,7660,Employed,Urban
CUST01424,37,Female,51702,Employed,Urban
CUST01425,36,Male,36774,Unemployed,Urban
CUST01426,52,Female,17038,Self-employed,Urban
CUST01427,60,Female,42219,Self-employed,Urban
CUST01428,34,Male,54271,Unemployed,Urban
CUST01429,62,Female,77397,Employed,Urban
CUST01430,60,Female,174491,Self-employed,Urban
CUST01431,51,Female,39784,Self-employed,Rural
CUST01432,26,Female,49602,Employed,Urban
CUST01433,43,Male,41703,Self-employed,Urban
CUST01434,19,Male,94227,Employed,Urban
CUST01435,26,Male,197081,Self-employed,Urban
CUST01436,26,Female,43116,Employed,Rural
CUST01437,57,Male,26674,Employed,Urban
CUST01438,34,Female,37469,Employed,Urban
CUST01439,18,Male,25446,Employed,Urban
CUST01440,42,Male,46505,Employed,Urban
CUST01441,60,Male,40760,Employed,Urban
CUST01442,57,Female,1963,Employed,Urban
CUST01443,59,Male,29977,Employed,Urban
CUST01444,42,Male,60466,Employed,Urban
CUST01445,56,Male,5177,Self-employed,Urban
CUST01446,52,Male,11160,Self-employed,Rural
CUST01447,20,Male,24572,Self-employed,Urban
CUST01448,54,Female,57543,Unemployed,Urban
CUST01449,61,Male,91675,Employed,Rural
CUST01450,61,Male,16626,Employed,Rural
CUST01451,47,Female,26510,Employed,Urban
CUST01452,55,Female,49607,Unemployed,Urban
CUST01453,51,Female,70299,Self-employed,Urban
CUST01454,29,Male,67221,Employed,Urban
CUST01455,36,Female,53323,Employed,Rural
CUST01456,54,Female,39337,Self-employed,Rural
CUST01457,61,Female,176151,Employed,Urban
CUST01458,34,Male,166968,Employed,Rural
CUST01459,27,Male,73238,Unemployed,Urban
CUST01460,64,Female,27655,Employed,Rural
CUST01461,29,Male,28431,Unemployed,Rural
CUST01462,33,Male,28330,Employed,Urban
CUST01463,41,Female,11385,Self-employed,Urban
CUST01464,36,Female,28611,Self-employed,Urban
CUST01465,25,Male,63872,Employed,Rural
CUST01466,48,Female,99455,Self-employed,Rural
CUST01467,38,Male,134930,Self-employed,Urban
CUST01468,34,Male,6486,Self-employed,Urban
CUST01469,40,Female,49946,Employed,Urban
CUST01470,54,Male,86870,Employed,Rural
CUST01471,33,Male,43258,Employed,Urban
CUST01472,23,Female,35948,Unemployed,Urban
CUST01473,25,Male,166704,Unemployed,Urban
CUST01474,42,Male,50415,Employed,Rural
CUST01475,35,Female,30905,Employed,Rural
CUST01476,42,Female,96200,Unemployed,Urban
CUST01477,29,Female,55243,Employed,Urban
CUST01478,32,Female,66533,Employed,Urban
CUST01479,43,Male,77020,Employed,Rural
CUST01480,58,Female,5899,Employed,Urban
CUST01481,62,Male,83606,Self-employed,Urban
CUST01482,43,Female,6144,Employed,Urban
CUST01483,64,Male,9888,Employed,Urban
CUST01484,49,Female,145299,Unemployed,Urban
CUST01485,27,Male,46486,Employed,Urban
CUST01486,33,Male,65935,Employed,Urban
CUST01487,24,Female,57466,Self-employed,Urban
CUST01488,34,Female,180631,Self-employed,Urban
CUST01489,40,Female,61193,Employed,Urban
CUST01490,43,Male,21320,Employed,Urban
CUST01491,38,Male,33264,Employed,Urban
CUST01492,39,Female,32227,Self-employed,Urban
CUST01493,24,Female,37907,Employed,Rural
CUST01494,31,Female,25234,Employed,Urban
CUST01495,32,Female,32070,Employed,Urban
CUST01496,24,Female,88912,Self-employed,Urban
CUST01497,26,Male,100552,Employed,Rural
CUST01498,65,Female,70140,Employed,Urban
CUST01499,25,Female,70055,Employed,Urban
CUST01500,40,Female,36865,Employed,Urban
CUST01501,46,Female,15969,Self-employed,Urban
CUST01502,35,Female,20599,Self-employed,Rural
CUST01503,48,Male,65098,Self-employed,Urban
CUST01504,47,Male,44061,Self-employed,Rural
CUST01505,56,Male,81054,Employed,Urban
CUST01506,52,Female,34800,Self-employed,Rural
CUST01507,35,Female,29356,Employed,Urban
CUST01508,59,Male,32870,Employed,Rural
CUST01509,56,Female,32424,Self-employed,Urban
CUST01510,34,Male,45579,Self-employed,Urban
CUST01511,31,Male,51982,Self-employed,Urban
CUST01512,48,Female,90598,Self-employed,Rural
CUST01513,41,Female,22997,Unemployed,Urban
CUST01514,52,Male,67070,Employed,Urban
CUST01515,61,Male,31606,Unemployed,Urban
CUST01516,62,Male,154681,Self-employed,Rural
CUST01517,51,Male,49581,Self-employed,Urban
CUST01518,20,Male,84527,Self-employed,Urban
CUST01519,54,Male,27023,Employed,Rural
CUST01520,60,Male,49513,Self-employed,Rural
CUST01521,57,Male,42592,Employed,Urban
CUST01522,43,Male,33892,Unemployed,Rural
CUST01523,40,Male,43618,Employed,Urban
CUST01524,61,Female,38864,Employed,Urban
CUST01525,56,Female,115409,Employed,Rural
CUST01526,32,Male,59529,Employed,Rural
CUST01527,21,Male,74154,Employed,Urban
CUST01528,46,Male,82882,Employed,Urban
CUST01529,39,Male,144917,Employed,Urban
CUST01530,42,Male,36952,Employed,Rural
CUST01531,30,Male,35701,Employed,Rural
CUST01532,35,Male,59745,Employed,Urban
CUST01533,50,Female,74335,Unemployed,Rural
CUST01534,33,Male,22689,Employed,Urban
CUST01535,62,Male,40974,Employed,Urban
CUST01536,59,Female,39724,Employed,Urban
CUST01537,61,Male,102988,Employed,Urban
CUST01538,19,Male,23151,Self-employed,Urban
CUST01539,52,Male,148426,Employed,Rural
CUST01540,59,Male,152167,Employed,Urban
CUST01541,51,Female,59013,Employed,Urban
CUST01542,47,Male,26345,Self-employed,Rural
CUST01543,30,Male,23574,Self-employed,Urban
CUST01544,30,Male,7838,Employed,Urban
CUST01545,35,Male,48363,Employed,Urban
CUST01546,49,Female,81368,Employed,Rural
CUST01547,49,Female,37992,Self-employed,Urban
CUST01548,52,Male,36943,Employed,Urban
CUST01549,56,Male,33329,Employed,Urban
CUST01550,63,Male,155773,Employed,Rural
CUST01551,46,Female,48639,Employed,Urban
CUST01552,46,Male,114823,Employed,Urban
CUST01553,61,Male,43510,Employed,Urban
CUST01554,33,Male,25565,Employed,Urban
CUST01555,61,Male,4435,Employed,Urban
CUST01556,64,Male,25650,Employed,Rural
CUST01557,27,Male,70553,Employed,Urban
CUST01558,47,Male,40247,Self-employed,Rural
CUST01559,42,Male,27436,Self-employed,Rural
CUST01560,56,Male,86476,Self-employed,Urban
CUST01561,37,Female,97219,Unemployed,Urban
CUST01562,22,Male,84477,Employed,Rural
CUST01563,18,Male,44244,Employed,Rural
CUST01564,47,Female,29953,Self-employed,Urban
CUST01565,20,Male,167228,Employed,Urban
CUST01566,62,Female,65523,Employed,Urban
CUST01567,31,Female,132326,Employed,Urban
CUST01568,47,Male,34322,Employed,Urban
CUST01569,21,Female,92205,Unemployed,Rural
CUST01570,35,Male,50125,Employed,Urban
CUST01571,54,Male,12944,Unemployed,Rural
CUST01572,42,Male,51199,Employed,Urban
CUST01573,65,Male,88860,Employed,Urban
CUST01574,18,Female,36375,Employed,Rural
CUST01575,63,Female,2711,Employed,Urban
CUST01576,32,Female,82437,Self-employed,Urban
CUST01577,26,Female,9182,Employed,Urban
CUST01578,32,Female,5995,Employed,Urban
CUST01579,41,Female,28182,Employed,Urban
CUST01580,21,Male,25502,Employed,Rural
CUST01581,29,Male,112920,Employed,Rural
CUST01582,54,Male,42144,Unemployed,Urban
CUST01583,54,Female,41966,Employed,Rural
CUST01584,60,Male,184418,Self-employed,Urban
CUST01585,23,Male,22565,Employed,Urban
CUST01586,56,Male,43373,Employed,Urban
CUST01587,63,Male,93557,Employed,Urban
CUST01588,41,Male,25024,Employed,Urban
CUST01589,28,Male,44691,Unemployed,Urban
CUST01590,30,Female,83799,Self-employed,Urban
CUST01591,51,Male,51241,Unemployed,Urban
CUST01592,42,Female,84510,Self-employed,Rural
CUST01593,24,Male,187919,Employed,Rural
CUST01594,21,Male,97507,Self-employed,Urban
CUST01595,25,Male,61830,Self-employed,Urban
CUST01596,37,Male,78975,Self-employed,Rural
CUST01597,46,Male,13778,Employed,Rural
CUST01598,62,Male,46551,Employed,Rural
CUST01599,63,Male,90928,Employed,Urban
CUST01600,27,Male,43267,Employed,Urban
CUST01601,60,Male,32375,Employed,Urban
CUST01602,51,Female,41513,Self-employed,Urban
CUST01603,43,Female,24403,Employed,Urban
CUST01604,58,Male,42961,Employed,Rural
CUST01605,20,Female,54897,Employed,Rural
CUST01606,23,Male,100163,Self-employed,Urban
CUST01607,22,Female,86078,Employed,Urban
CUST01608,22,Female,67379,Unemployed,Urban
CUST01609,64,Female,34991,Unemployed,Urban
CUST01610,40,Male,42545,Unemployed,Urban
CUST01611,26,Male,49766,Employed,Rural
CUST01612,52,Male,79870,Employed,Urban
CUST01613,37,Male,38261,Unemployed,Rural
CUST01614,59,Male,46399,Self-employed,Rural
CUST01615,52,Male,79482,Unemployed,Rural
CUST01616,35,Male,44487,Employed,Urban
CUST01617,34,Male,192407,Employed,Urban
CUST01618,41,Female,76379,Employed,Urban
CUST01619,20,Female,22251,Self-employed,Urban
CUST01620,49,Female,31092,Self-employed,Urban
CUST01621,52,Male,73674,Employed,Rural
CUST01622,55,Female,46169,Employed,Rural
CUST01623,30,Female,6590,Employed,Rural
CUST01624,64,Male,27658,Self-employed,Urban
CUST01625,42,Male,149584,Employed,Urban
CUST01626,26,Female,42127,Employed,Urban
CUST01627,21,Male,138015,Employed,Urban
CUST01628,31,Male,57715,Employed,Rural
CUST01629,54,Male,23817,Unemployed,Urban
CUST01630,51,Male,79493,Self-employed,Urban
CUST01631,28,Female,37454,Self-employed,Rural
CUST01632,58,Female,24600,Self-employed,Urban
CUST01633,20,Male,74690,Employed,Rural
CUST01634,45,Male,92750,Self-employed,Urban
CUST01635,46,Male,20994,Unemployed,Rural
CUST01636,26,Male,137499,Self-employed,Urban
CUST01637,20,Male,72452,Employed,Urban
CUST01638,42,Female,107670,Self-employed,Urban
CUST01639,51,Male,41151,Unemployed,Rural
CUST01640,29,Male,117341,Employed,Rural
CUST01641,59,Female,49604,Employed,Urban
CUST01642,26,Male,8287,Unemployed,Rural
CUST01643,32,Female,68538,Unemployed,Rural
CUST01644,57,Female,67015,Employed,Urban
CUST01645,42,Female,31876,Employed,Urban
CUST01646,22,Male,46277,Employed,Urban
CUST01647,28,Male,17081,Employed,Urban
CUST01648,51,Male,99183,Unemployed,Urban
CUST01649,41,Male,35852,Employed,Urban
CUST01650,32,Female,42593,Employed,Urban
CUST01651,55,Female,33490,Unemployed,Urban
CUST01652,25,Female,121258,Employed,Urban
CUST01653,22,Female,88330,Self-employed,Rural
CUST01654,65,Female,91508,Employed,Urban
CUST01655,43,Male,167784,Self-employed,Rural
CUST01656,35,Male,46469,Unemployed,Urban
CUST01657,23,Female,6192,Employed,Urban
CUST01658,54,Male,9895,Self-employed,Rural
CUST01659,65,Male,56406,Unemployed,Urban
CUST01660,30,Male,21156,Unemployed,Urban
CUST01661,45,Female,34318,Employed,Urban
CUST01662,22,Male,28535,Employed,Urban
CUST01663,30,Female,25295,Employed,Urban
CUST01664,34,Female,32264,Employed,Urban
CUST01665,57,Male,128038,Employed,Urban
CUST01666,62,Male,88922,Employed,Rural
CUST01667,49,Male,109136,Self-employed,Rural
CUST01668,46,Female,113213,Employed,Urban
CUST01669,20,Female,32072,Self-employed,Urban
CUST01670,57,Female,30242,Self-employed,Urban
CUST01671,51,Male,86053,Employed,Rural
CUST01672,57,Male,77431,Employed,Urban
CUST01673,44,Male,29522,Self-employed,Urban
CUST01674,30,Female,167539,Employed,Urban
CUST01675,62,Male,19999,Employed,Rural
CUST01676,50,Male,29979,Self-employed,Urban
CUST01677,23,Male,60438,Employed,Urban
CUST01678,41,Male,34227,Self-employed,Urban
CUST01679,36,Male,23672,Unemployed,Urban
CUST01680,33,Male,27458,Employed,Urban
CUST01681,57,Male,18539,Self-employed,Urban
CUST01682,45,Male,53479,Employed,Rural
CUST01683,50,Female,64887,Self-employed,Urban
CUST01684,65,Female,50051,Self-employed,Urban
CUST01685,58,Male,52159,Employed,Urban
CUST01686,30,Female,24390,Employed,Urban
CUST01687,60,Male,40035,Self-employed,Urban
CUST01688,62,Male,43740,Employed,Urban
CUST01689,42,Female,48491,Unemployed,Urban
CUST01690,59,Female,36080,Employed,Urban
CUST01691,53,Female,84880,Employed,Rural
CUST01692,44,Male,159965,Employed,Urban
CUST01693,55,Male,32752,Self-employed,Rural
CUST01694,24,Female,97361,Self-employed,Urban
CUST01695,22,Male,42149,Employed,Urban
CUST01696,60,Male,65339,Self-employed,Urban
CUST01697,62,Female,79305,Self-employed,Urban
CUST01698,48,Female,21354,Employed,Rural
CUST01699,40,Female,25620,Employed,Rural
CUST01700,59,Male,53754,Employed,Urban
CUST01701,27,Female,66593,Employed,Urban
CUST01702,49,Male,66167,Employed,Rural
CUST01703,60,Male,72555,Unemployed,Rural
CUST01704,47,Female,133005,Unemployed,Rural
CUST01705,56,Male,28527,Employed,Urban
CUST01706,48,Male,8075,Employed,Rural
CUST01707,35,Female,37960,Employed,Urban
CUST01708,53,Male,28691,Self-employed,Urban
CUST01709,19,Male,29756,Employed,Urban
CUST01710,31,Male,86308,Self-employed,Urban
CUST01711,30,Male,47698,Employed,Urban
CUST01712,46,Male,29327,Self-employed,Urban
CUST01713,29,Female,128520,Employed,Urban
CUST01714,56,Female,10540,Employed,Urban
CUST01715,19,Male,27257,Employed,Urban
CUST01716,49,Female,78900,Employed,Urban
CUST01717,30,Male,66533,Unemployed,Urban
CUST01718,63,Male,47782,Employed,Rural
CUST01719,44,Female,11720,Employed,Urban
CUST01720,58,Male,51624,Unemployed,Urban
CUST01721,34,Female,7661,Employed,Rural
CUST01722,57,Male,38958,Employed,Urban
CUST01723,48,Female,70812,Self-employed,Rural
CUST01724,51,Male,27529,Self-employed,Urban
CUST01725,41,Male,40653,Employed,Rural
CUST01726,62,Male,44153,Self-employed,Urban
CUST01727,52,Female,193396,Self-employed,Rural
CUST01728,65,Male,113654,Employed,Urban
CUST01729,23,Female,22108,Self-employed,Rural
CUST01730,36,Male,23947,Self-employed,Urban
CUST01731,47,Male,27899,Unemployed,Urban
CUST01732,24,Male,33372,Unemployed,Urban
CUST01733,27,Female,24914,Employed,Rural
CUST01734,58,Female,80373,Employed,Urban
CUST01735,49,Male,26667,Employed,Urban
CUST01736,51,Female,22263,Employed,Urban
CUST01737,45,Male,46188,Employed,Urban
CUST01738,32,Female,23815,Self-employed,Urban
CUST01739,47,Female,49295,Employed,Urban
CUST01740,54,Male,20577,Employed,Rural
CUST01741,46,Male,65029,Self-employed,Urban
CUST01742,39,Female,99574,Self-employed,Rural
CUST01743,21,Female,22763,Self-employed,Urban
CUST01744,37,Male,37613,Employed,Rural
CUST01745,49,Male,35645,Self-employed,Urban
CUST01746,53,Male,19560,Unemployed,Urban
CUST01747,21,Male,58945,Employed,Urban
CUST01748,44,Female,49418,Employed,Urban
CUST01749,34,Female,67071,Unemployed,Rural
CUST01750,29,Male,99874,Employed,Urban
CUST01751,39,Male,117130,Employed,Rural
CUST01752,34,Male,186257,Employed,Urban
CUST01753,27,Male,2712,Employed,Urban
CUST01754,18,Male,182627,Employed,Urban
CUST01755,39,Male,65857,Employed,Urban
CUST01756,43,Male,91394,Employed,Urban
CUST01757,35,Male,13068,Employed,Rural
CUST01758,31,Male,99635,Self-employed,Rural
CUST01759,64,Male,48094,Unemployed,Urban
CUST01760,46,Male,97487,Employed,Rural
CUST01761,29,Male,1533,Self-employed,Urban
CUST01762,53,Male,66553,Employed,Urban
CUST01763,52,Male,37404,Employed,Urban
CUST01764,29,Male,27093,Unemployed,Urban
CUST01765,24,Female,33156,Employed,Urban
CUST01766,46,Female,42850,Employed,Urban
CUST01767,28,Female,37231,Employed,Urban
CUST01768,50,Male,33785,Self-employed,Urban
CUST01769,23,Female,98359,Employed,Urban
CUST01770,64,Female,75271,Employed,Urban
CUST01771,32,Male,64694,Self-employed,Urban
CUST01772,49,Male,3346,Employed,Urban
CUST01773,28,Female,24013,Employed,Rural
CUST01774,40,Male,44462,Employed,Urban
CUST01775,43,Male,132799,Employed,Urban
CUST01776,51,Female,74752,Employed,Rural
CUST01777,63,Female,31156,Self-employed,Urban
CUST01778,51,Male,10304,Self-employed,Rural
CUST01779,46,Male,90645,Employed,Urban
CUST01780,21,Male,88938,Employed,Urban
CUST01781,34,Female,62078,Employed,Urban
CUST01782,52,Male,76078,Employed,Urban
CUST01783,30,Male,22315,Employed,Rural
CUST01784,58,Female,47220,Employed,Urban
CUST01785,56,Male,20065,Employed,Rural
CUST01786,32,Female,32420,Employed,Urban
CUST01787,46,Male,38312,Employed,Rural
CUST01788,46,Male,41395,Employed,Urban
CUST01789,28,Female,27533,Employed,Urban
CUST01790,49,Male,42609,Employed,Urban
CUST01791,19,Male,34204,Self-employed,Urban
CUST01792,64,Male,35317,Employed,Rural
CUST01793,31,Female,41831,Employed,Urban
CUST01794,37,Female,98225,Employed,Urban
CUST01795,39,Female,66968,Employed,Urban
CUST01796,28,Male,42854,Self-employed,Urban
CUST01797,44,Male,43069,Unemployed,Urban
CUST01798,20,Male,5244,Employed,Rural
CUST01799,34,Female,80929,Self-employed,Urban
CUST01800,61,Male,28154,Employed,Rural
CUST01801,45,Female,44335,Employed,Rural
CUST01802,46,Male,74054,Employed,Rural
CUST01803,38,Female,38588,Self-employed,Urban
CUST01804,64,Female,11822,Employed,Urban
CUST01805,33,Female,21892,Unemployed,Urban
CUST01806,54,Male,27018,Employed,Rural
CUST01807,37,Male,30621,Employed,Rural
CUST01808,23,Male,50973,Self-employed,Urban
CUST01809,36,Male,40408,Unemployed,Urban
CUST01810,22,Male,93602,Self-employed,Rural
CUST01811,20,Male,46018,Self-employed,Urban
CUST01812,18,Male,26615,Employed,Urban
CUST01813,55,Female,24329,Employed,Rural
CUST01814,32,Female,43099,Employed,Rural
CUST01815,51,Male,21477,Employed,Rural
CUST01816,52,Female,42073,Unemployed,Urban
CUST01817,42,Male,75346,Self-employed,Urban
CUST01818,41,Male,27329,Self-employed,Urban
CUST01819,29,Male,26444,Employed,Urban
CUST01820,35,Female,16385,Self-employed,Urban
CUST01821,32,Male,11406,Self-employed,Rural
CUST01822,61,Male,26843,Employed,Rural
CUST01823,33,Female,45439,Employed,Urban
CUST01824,44,Male,5972,Self-employed,Urban
CUST01825,25,Female,35295,Employed,Urban
CUST01826,63,Female,87873,Unemployed,Urban
CUST01827,42,Female,10931,Employed,Urban
CUST01828,34,Male,27702,Employed,Urban
CUST01829,46,Male,69298,Employed,Urban
CUST01830,25,Male,121540,Employed,Rural
CUST01831,32,Male,82040,Employed,Urban
CUST01832,44,Male,34136,Employed,Urban
CUST01833,63,Male,81000,Unemployed,Rural
CUST01834,24,Female,49805,Self-employed,Urban
CUST01835,20,Female,49220,Employed,Rural
CUST01836,46,Male,52599,Employed,Urban
CUST01837,61,Male,42100,Employed,Rural
CUST01838,41,Male,196045,Self-employed,Urban
CUST01839,20,Male,85003,Employed,Urban
CUST01840,37,Female,69183,Employed,Urban
CUST01841,63,Female,88241,Employed,Rural
CUST01842,32,Female,20018,Self-employed,Urban
CUST01843,42,Female,20858,Employed,Urban
CUST01844,47,Male,75992,Self-employed,Urban
CUST01845,31,Female,82580,Unemployed,Urban
CUST01846,24,Male,55380,Employed,Urban
CUST01847,34,Male,85800,Employed,Rural
CUST01848,61,Male,158770,Employed,Rural
CUST01849,37,Male,68915,Employed,Urban
CUST01850,53,Male,27471,Employed,Urban
CUST01851,26,Male,24719,Employed,Urban
CUST01852,55,Female,62943,Self-employed,Urban
CUST01853,65,Male,24863,Employed,Urban
CUST01854,39,Male,24038,Employed,Rural
CUST01855,19,Male,48689,Employed,Urban
CUST01856,41,Female,68836,Employed,Urban
CUST01857,25,Male,85614,Employed,Rural
CUST01858,28,Female,90832,Employed,Urban
CUST01859,30,Female,31394,Employed,Urban
CUST01860,34,Male,56622,Unemployed,Rural
CUST01861,25,Female,95063,Employed,Urban
CUST01862,38,Male,45280,Self-employed,Urban
CUST01863,35,Male,45917,Employed,Urban
CUST01864,47,Female,39846,Self-employed,Urban
CUST01865,35,Male,31782,Employed,Urban
CUST01866,63,Male,51159,Self-employed,Urban
CUST01867,64,Male,24626,Employed,Urban
CUST01868,48,Male,123440,Employed,Urban
CUST01869,55,Female,3722,Employed,Rural
CUST01870,49,Male,31630,Employed,Urban
CUST01871,28,Female,39944,Employed,Rural
CUST01872,62,Male,11274,Self-employed,Rural
CUST01873,42,Female,42501,Employed,Rural
CUST01874,50,Male,34888,Self-employed,Urban
CUST01875,55,Male,26589,Employed,Urban
CUST01876,58,Female,35473,Employed,Urban
CUST01877,25,Male,73233,Employed,Rural
CUST01878,28,Male,22243,Employed,Urban
CUST01879,39,Male,28177,Employed,Rural
CUST01880,41,Female,84528,Self-employed,Urban
CUST01881,58,Male,16202,Employed,Urban
CUST01882,34,Female,88210,Self-employed,Urban
CUST01883,29,Male,161351,Self-employed,Urban
CUST01884,63,Male,46372,Employed,Urban
CUST01885,49,Female,156831,Self-employed,Rural
CUST01886,32,Female,73508,Employed,Urban
CUST01887,33,Female,154933,Employed,Urban
CUST01888,39,Female,64965,Employed,Urban
CUST01889,45,Male,23236,Employed,Urban
CUST01890,37,Male,65611,Self-employed,Urban
CUST01891,50,Male,42282,Self-employed,Rural
CUST01892,27,Female,28235,Employed,Rural
CUST01893,57,Female,35829,Employed,Rural
CUST01894,49,Male,28680,Employed,Urban
CUST01895,50,Male,40660,Self-employed,Urban
CUST01896,19,Male,61340,Employed,Rural
CUST01897,50,Female,196629,Employed,Urban
CUST01898,50,Male,9148,Self-employed,Urban
CUST01899,58,Male,183035,Employed,Rural
CUST01900,30,Male,118165,Unemployed,Rural
CUST01901,47,Female,11018,Employed,Urban
CUST01902,50,Female,45226,Unemployed,Urban
CUST01903,30,Female,68260,Employed,Urban
CUST01904,43,Male,74916,Employed,Urban
